school,date,headline,author,url,Main topic,Section,Primary purpose,Scope,Student sources,Non-student sources,Controversial topics?,Dissenting voices (2+ opinions) (1=yes 2=maybe 3=no),Word count,Tags
Lion,2021-12-22,SC Fieldhouse hosts vaccination clinics,"Rory Quealy, News Editor, Website Editor",https://www.lionnewspaper.com/news/2021/12/22/sc-fieldhouse-hosts-vaccination-clinics/,Community life,News,Spread awareness,School,1,1,No,3,368,"COVID, vaccination, events"
Lion,2021-12-22,New Roundnet club introduced,"Myrna Cross, Reporter",https://www.lionnewspaper.com/news/2021/12/22/new-roundnet-club-introduced/,Community life,News,Spread awareness,School,1,1,No,3,486,"Club, extracurriculars, sports"
Lion,2021-12-22,"Junior creates new Model, Engineering club","Emme McLean, Managing Editor",https://www.lionnewspaper.com/news/2021/12/22/junior-creates-new-model-engineering-club/,Community life,News,Spread awareness,School,1,1,No,3,472,"Club, extracurriculars"
Lion,2021-12-22,Chefs in Catering club prepare fresh meals,"Maddie Gee, Reporter",https://www.lionnewspaper.com/news/2021/12/22/chefs-in-catering-club-prepare-fresh-meals/,Community life,News,Spread awareness,School,2,2,No,3,478,"Club, extracurriculars"
Lion,2021-12-22,"New staff award, tradition creates opportunity for faculty recognition","Maddie Gee, Reporter",https://www.lionnewspaper.com/news/2021/12/22/new-staff-award-tradition-creates-opportunity-for-faculty-recognition/,Community life,News,Spread awareness,School,2,0,No,3,380,"Faculty, awards"
Lion,2021-12-22,SEBC plans event for MLK Day event in January,"Nicholas Barbera, Reporter",https://www.lionnewspaper.com/news/2021/12/22/sebc-plans-event-for-mlk-day-event-in-january/,Community life,News,Spread awareness,School,2,2,No,3,345,"Diversity, equity, events, student government"
Lion,2021-12-22,"Transition Program opens coffee, hot chocolate stand","Olivia Grefenstette, Reporter",https://www.lionnewspaper.com/news/2021/12/22/transition-program-opens-coffee-hot-chocolate-stand/,Community life,News,Spread awareness,School,2,0,No,3,300,"Disability, events"
Lion,2021-12-22,Students create Jaded Jewelry,"Jeanne Mardegan, Reporter",https://www.lionnewspaper.com/news/2021/12/22/students-create-jaded-jewelry/,Community life,News,Spread awareness,School,3,0,No,3,381,"Student achievement, profile"
Lion,2021-12-22,Seniors win honorable mention in art exhibit,"Abe Morales, News Editor, Multimedia Editor",https://www.lionnewspaper.com/news/2021/12/22/seniors-win-honorable-mention-in-art-exhibit/,Community life,News,Spread awareness,School,2,0,No,3,298,"Student achievement, awards, arts"
Lion,2021-12-21,Best Buddies hosts annual holiday party,"Elle Simek, Reporter",https://www.lionnewspaper.com/news/2021/12/21/best-buddies-hosts-annual-holiday-party/,Community life,News,Spread awareness,School,1,1,No,3,424,"Inclusion, disability, events"
Lion,2021-12-08,Theatre plans performance for holiday show,"Molly Burke, Reporter",https://www.lionnewspaper.com/news/2021/12/08/theatre-plans-performance-for-holiday-show/,Community life,News,Spread awareness,School,2,1,No,3,327,"Arts, events, student life"
Lion,2021-11-23,Student wins Chicago architecture award,"Myrna Cross, Reporter",https://www.lionnewspaper.com/news/2021/11/23/student-wins-chicago-architecture-award/,Community life,News,Spread awareness,School,1,1,No,3,469,"Student achievement, profile"
Lion,2021-11-22,Latinos Juntos hosts ‘Lotería Night’,"Nicholas Barbera, Reporter",https://www.lionnewspaper.com/news/2021/11/22/latinos-juntos-hosts-loteria-night/,Community life,News,Spread awareness,School,3,0,No,3,329,"Clubs, culture, events"
Lion,2021-11-11,"School exceeds internet bandwidth, updates made","Rory Quealy, News Editor, Website Editor",https://www.lionnewspaper.com/news/2021/11/11/school-exceeds-internet-bandwidth-updates-made/,School policy/administration,News,Inform,School,2,0,No,2,864,"Technology, internet"
Lion,2021-11-11,Student Council hosts Hocoween,"Abe Morales, News Editor, Multimedia Editor",https://www.lionnewspaper.com/news/2021/11/11/student-council-hosts-hocoween/,Community life,News,Spread awareness,School,2,1,No,3,340,"Student government, social life, student life, events"
Lion,2021-11-11,Junior creates second commercial video game,"Abe Morales, News Editor, Multimedia Editor",https://www.lionnewspaper.com/news/2021/11/11/junior-creates-second-commercial-video-game/,Community life,News,Spread awareness,School,1,1,No,3,550,"Student achievement, profile"
Lion,2021-11-11,Fall Snowball retreat returns,"Nicholas Barbera, Reporter",https://www.lionnewspaper.com/news/2021/11/11/fall-snowball-retreat-returns/,Community life,News,Inform,School,2,1,No,3,448,"Social life, student life, events"
Lion,2021-11-11,Student forms Older Adult Connections club,"Ryan Whelton, Reporter",https://www.lionnewspaper.com/news/2021/11/11/student-forms-older-adult-connections-club/,Community life,News,Spread awareness,School,2,1,No,3,379,"Club, extracurricular"
Lion,2021-11-11,World Language clubs compete in World Cup,"Maddie Gee, Reporter",https://www.lionnewspaper.com/news/2021/11/11/world-language-clubs-compete-in-world-cup/,Community life,News,Spread awareness,School,1,4,No,3,478,"Club, extracurricular, awards"
Lion,2021-11-11,SC theatre to perform play ‘The Wizard of Oz’,"Cooper Anderson, Reporter",https://www.lionnewspaper.com/news/2021/11/11/sc-theatre-to-perform-play-the-wizard-of-oz/,Community life,News,Spread awareness,School,1,1,No,3,420,"Arts, events, student life"
Lion,2021-11-11,La Grange Theatre takes part in deal with Classic Cinemas to remain open after closure,"Jeanne Mardegan, Reporter",https://www.lionnewspaper.com/news/2021/11/11/la-grange-theatre-takes-part-in-deal-with-classic-cinemas-to-remain-open-after-closure/,Community life,News,Spread awareness,Local,0,2,No,3,429,"Local business, COVID, arts"
Lion,2021-11-11,Administration works toward school-wide equity,"Janessa Mosqueda, News Editor, Multimedia Editor",https://www.lionnewspaper.com/news/2021/11/11/administration-works-toward-school-wide-equity/,Socio-political issues and school culture,News,Promote discourse,School,0,2,Yes,2,625,"Equity, administration"
Lion,2021-11-11,"Librarians, administration start new book club","Morgan Fry, Editor in Chief",https://www.lionnewspaper.com/news/2021/11/11/librarians-administration-start-new-book-club/,Community life,News,Spread awareness,School,1,2,No,3,534,"Equity, clubs, exracurriculars"
Lion,2021-11-11,Clubs celebrate LGBTQ+,"Rory Quealy, News Editor, Website Editor",https://www.lionnewspaper.com/news/2021/11/11/clubs-celebrate-lgbtq/,Community life,News,Spread awareness,School,1,1,No,3,510,"Gender, LGBTQ+, clubs, exracurriculars, sexuality"
Lion,2021-11-11,"Students create Equity, Belonging Committee","Ella Mahaney, Managing Editor",https://www.lionnewspaper.com/news/2021/11/11/students-create-equity-belonging-committee/,Socio-political issues and school culture,News,Promote discourse,School,2,1,Yes,3,441,"Equity, student leadership, activism, belonging"
Lion,2021-11-11,"Students, staff celebrate Red Ribbon Week","Hannah Race, Reporter",https://www.lionnewspaper.com/news/2021/11/11/students-staff-celebrate-red-ribbon-week/,Community life,News,Spread awareness,School,1,1,Yes,3,661,"Drugs, events"
Lion,2021-11-08,FHP raises breast cancer awareness,"Janessa Mosqueda, News Editor, Multimedia Editor",https://www.lionnewspaper.com/news/2021/11/08/fhp-raises-breast-cancer-awareness/,Community life,News,Spread awareness,School,1,1,No,3,449,"Events, clubs"
Lion,2021-11-05,School teams up with Share Your Soles shoe collection,"Myrna Cross, Reporter",https://www.lionnewspaper.com/news/2021/11/05/school-teams-up-with-share-your-soles-shoe-collection/,Community life,News,Spread awareness,School,2,0,No,3,342,"Events, clubs"
Lion,2021-10-25,Latinos Juntos invites guest speaker to promote idea of inclusion,"Nicholas Barbera, Reporter",https://www.lionnewspaper.com/news/2021/10/25/latinos-juntos-invites-guest-speaker-to-promote-idea-of-inclusion/,Community life,News,Spread awareness,School,2,1,No,3,448,"Race, culture, inclusion, events"
Lion,2021-10-20,Theater premiers horror play,"Scarlett Lestina, Reporter",https://www.lionnewspaper.com/news/2021/10/20/theater-premiers-horror-play/,Community life,News,Spread awareness,School,1,2,No,3,329,"Arts, events, clubs"
Lion,2021-10-07,So ___ You’ll ___ 13: Baker’s ___ comes to stage,"Grace Moore, Opinions Editor",https://www.lionnewspaper.com/news/2021/10/07/so-___-youll-___-13-bakers-___-comes-to-stage/,Community life,News,Spread awareness,School,1,1,No,3,447,"Arts, events, clubs"
Lion,2021-10-07,Student pursues career in music,"Nicholas Barbera, Reporter",https://www.lionnewspaper.com/news/2021/10/07/student-pursues-career-in-music/,Community life,News,Spread awareness,School,2,1,No,3,461,"Arts, profiles, student life"
Lion,2021-10-07,Latinos Juntos club plans for care space at SC,"Rory Quealy, News Editor, Website Editor",https://www.lionnewspaper.com/news/2021/10/07/latinos-juntos-club-plans-for-care-space-at-sc/,Community life,News,Spread awareness,School,2,1,Yes,2,434,"Equity, activism, clubs, race"
Lion,2021-10-07,LT hires Director of Equity and Belonging,"Janessa Mosqueda, News Editor, Multimedia Editor",https://www.lionnewspaper.com/news/2021/10/07/lt-hires-director-of-equity-and-belonging/,Community life,News,Inform,School,1,3,No,3,507,"Equity, belonging, faculty, hiring"
Lion,2021-10-07,School welcomes six exchange students,"Janessa Mosqueda, News Editor, Multimedia Editor",https://www.lionnewspaper.com/news/2021/10/07/school-welcomes-six-exchange-students/,Community life,News,Spread awareness,School,1,1,No,3,419,"Academics, curriculum"
Lion,2021-10-07,Stipend committee denies TPUSA proposal,"Ella Mahaney, Managing editor",https://www.lionnewspaper.com/uncategorized/2021/10/07/stipend-committee-denies-tpusa-proposal/,Community life,News,Spread awareness,School,0,3,Yes,1,434,"Politics, clubs, funding"
Lion,2021-10-07,"Students launch Yoga, Wellness club","Maddie Gee , Reporter",https://www.lionnewspaper.com/news/2021/10/07/students-launch-yoga-wellness-club/,Community life,News,Spread awareness,School,1,1,No,3,278,"Clubs, extracurriculars"
Lion,2021-10-07,Teachers create new Strength Training class for Physical Education credit,"Evelyn Kowalski, Reporter",https://www.lionnewspaper.com/news/2021/10/07/teachers-create-new-strength-training-class-for-physical-education-credit/,School policy/administration,News,Inform,School,2,1,No,3,396,"Academics, curriculum"
Lion,2021-10-07,Marching band returns to La Grange Pet Parade with popular Motown,"Jeanne Mardegan, Reporter",https://www.lionnewspaper.com/news/2021/10/07/marching-band-returns-to-la-grange-pet-parade-with-popular-motown/,Community life,News,Spread awareness,School,2,1,No,3,374,"Extracurriculars, arts, events"
Lion,2021-10-07,Administration joins Race Unity,"Abe Morales, News Editor, Multimedia Editor",https://www.lionnewspaper.com/news/2021/10/07/administration-joins-race-unity/,Community life,News,Spread awareness,School,0,2,Yes,3,514,"Activism, race, equity, events"
Lion,2021-10-07,Vaccination clinics held over summer,"Emme McLean, Managing Editor",https://www.lionnewspaper.com/news/2021/10/07/vaccination-clinics-held-over-summer/,Community life,News,Inform,School,1,1,No,3,562,"Vaccine, events, community involvement"
Lion,2021-10-07,In memoriam: Louie DaDan ’22,"Morgan Fry, Editor in Chief",https://www.lionnewspaper.com/news/2021/10/07/in-memoriam-louie-dadan-22/,Community life,News,Spread awareness,School,2,2,Yes,3,576,"Obiturary, death, drug, profile, mental health"
Lion,2021-10-07,Students hold protest to increase sexual assault awareness at LT,"Rory Quealy, News Editor, Website Editor",https://www.lionnewspaper.com/news/2021/10/07/students-hold-protest-to-increase-sexual-assault-awareness-at-lt/,Socio-political issues and school culture,News,Promote discourse,School,3,2,Yes,1,831,"Sexual assault, protest, activism"
Lion,2021-10-07,LT focuses on Social Emotional Learning,"Morgan Fry, Editor in Chief",https://www.lionnewspaper.com/news/2021/10/07/lt-focuses-on-social-emotional-learning/,Socio-political issues and school culture,News,Promote discourse,School,0,2,No,3,529,"Mental health, pedagogy"
Lion,2021-10-07,Seniors propose idea for Film Club,"Cooper Anderson, Reporter",https://www.lionnewspaper.com/news/2021/10/07/seniors-propose-idea-for-film-club/,Community life,News,Spread awareness,School,3,0,No,3,351,"Clubs, extracurriculars"
Lion,2021-10-06,Two men charged after guns found in car prior to homecoming dance,"Abe Morales, News Editor, Multimedia Editor",https://www.lionnewspaper.com/news/2021/10/06/two-men-charged-after-guns-found-in-car-prior-to-homecoming-dance/,Threats to student safety,News,Inform,School,0,1,Yes,3,307,"Violence, guns, police, arrest, crime, student safety"
Lion,2021-10-05,Poms hosts fall Peppy Primary,"Julia Ludden, Freelance Writer",https://www.lionnewspaper.com/news/2021/10/05/poms-hosts-fall-peppy-primary/,Community life,News,Spread awareness,School,1,2,No,3,395,"Events, sports"
Lion,2021-10-05,Mr. LT occurs during fall for first time,"Scarlett Lestina, Reporter",https://www.lionnewspaper.com/news/2021/10/05/mr-lt-occurs-during-fall-for-first-time/,Community life,News,Spread awareness,School,2,2,No,3,507,"Events, student life, social life"
Lion,2021-09-21,Students host second ‘HER’ Drive at LT,"Hannah Race, Reporter",https://www.lionnewspaper.com/news/2021/09/21/students-host-second-her-drive-at-lt/,Community life,News,Spread awareness,School,2,0,No,3,265,"Community involvement, fundraiser, events, student life"
Lion,2021-09-17,WLTL earns 13 nominations,"Ella Mahaney, Managing Editor",https://www.lionnewspaper.com/news/2021/09/17/wltl-earns-13-nominations/,Community life,News,Spread awareness,School,2,0,No,3,297,"Clubs, extracurriculars, awards"
